query,language,url
convert int to string,java,https://github.com/jcodec/jcodec/blob/cd6efa51ef05f409a8ba8cfb7521f4b4f10ccc75/src/main/java/org/jcodec/movtool/MetadataEditorMain.java#L207-L212
convert int to string,java,https://github.com/galenframework/galen/blob/6c7dc1f11d097e6aa49c45d6a77ee688741657a4/galen-core/src/main/java/com/galenframework/validation/PageValidation.java#L104-L119
convert int to string,java,https://github.com/morimekta/utils/blob/dc987485902f1a7d58169c89c61db97425a6226d/io-util/src/main/java/net/morimekta/util/Strings.java#L564-L575
convert int to string,java,https://github.com/chargebee/chargebee-java/blob/0772f9af799492bd94b789a39a8ae56f91d47c05/src/main/java/com/chargebee/internal/Params.java#L41-L73
convert int to string,java,https://github.com/1gravity/Android-RTEditor/blob/9d8fb4bb865b3b3d011e7633afedcdfb8d21754f/RTEditor/src/main/java/com/onegravity/rteditor/converter/ConverterHtmlToSpanned.java#L930-L969
convert int to string,java,https://github.com/bbottema/outlook-message-parser/blob/ea7d59da33c8a62dfc2e0aa64d2f8f7c903ccb0e/src/main/java/org/simplejavamail/outlookmessageparser/model/OutlookMessage.java#L281-L289
convert int to string,java,https://github.com/jbundle/jbundle/blob/4037fcfa85f60c7d0096c453c1a3cd573c2b0abc/base/base/src/main/java/org/jbundle/base/field/FloatField.java#L225-L246
convert int to string,java,https://github.com/netplex/json-smart-v2/blob/bfb3daef039e22a7bbff5f76bf14ea23330cd70e/accessors-smart/src/main/java/net/minidev/asm/DefaultConverter.java#L16-L25
convert int to string,java,https://github.com/op4j/op4j/blob/b577596dfe462089d3dd169666defc6de7ad289a/src/main/java/org/op4j/functions/FnBigDecimal.java#L85-L87
convert int to string,java,https://github.com/PeterisP/LVTagger/blob/b3d44bab9ec07ace0d13612c448a6b7298c1f681/src/main/java/edu/stanford/nlp/sequences/SequenceSampler.java#L65-L75
convert int to string,java,https://github.com/marklogic/java-client-api/blob/acf60229a928abd4a8cc4b21b641d56957467da7/marklogic-client-api/src/main/java/com/marklogic/client/impl/ValueConverter.java#L423-L425
convert int to string,java,https://github.com/netty/netty/blob/ba06eafa1c1824bd154f1a380019e7ea2edf3c4c/transport/src/main/java/io/netty/channel/DefaultChannelId.java#L215-L222
convert int to string,java,https://github.com/bbottema/simple-java-mail/blob/b03635328aeecd525e35eddfef8f5b9a184559d8/modules/core-module/src/main/java/org/simplejavamail/internal/util/SimpleConversions.java#L9-L12
convert int to string,java,https://github.com/gosu-lang/gosu-lang/blob/d6e9261b137ce66fef3726cabe7826d4a1f946b7/gosu-core/src/main/java/gw/internal/gosu/parser/gwPlatform/GWCoercionManager.java#L48-L88
convert int to string,java,https://github.com/PeterisP/LVTagger/blob/b3d44bab9ec07ace0d13612c448a6b7298c1f681/src/main/java/edu/stanford/nlp/optimization/CGMinimizer.java#L55-L71
convert int to string,java,https://github.com/venwyhk/ikasoa/blob/31db7c0907639509eb9379b899ff48c8e2775306/ikasoa-core/src/main/java/com/ikasoa/core/utils/StringUtil.java#L126-L129
convert int to string,java,https://github.com/jbundle/jbundle/blob/4037fcfa85f60c7d0096c453c1a3cd573c2b0abc/base/base/src/main/java/org/jbundle/base/field/DoubleField.java#L215-L236
convert int to string,java,https://github.com/op4j/op4j/blob/b577596dfe462089d3dd169666defc6de7ad289a/src/main/java/org/op4j/functions/FnFloat.java#L71-L73
convert int to string,java,https://github.com/kaazing/gateway/blob/06017b19273109b3b992e528e702586446168d57/mina.core/integration-beans/src/main/java/org/apache/mina/integration/beans/FloatEditor.java#L27-L33
convert int to string,java,https://github.com/jboss/jboss-jstl-api_spec/blob/4ad412ae5be1ae606b8d33c188cb3d98bfcbe84c/src/main/java/org/apache/taglibs/standard/lang/jstl/Coercions.java#L508-L535
convert int to string,java,https://github.com/ironjacamar/ironjacamar/blob/f0389ee7e62aa8b40ba09b251edad76d220ea796/common/src/main/java/org/ironjacamar/common/metadata/common/AbstractParser.java#L256-L274
convert int to string,java,https://github.com/yangjm/winlet/blob/2126236f56858e283fa6ad69fe9279ee30f47b67/utils/src/main/java/com/aggrepoint/utils/StringUtils.java#L425-L459
convert int to string,java,https://github.com/voostindie/sprox/blob/8cde722ac6712008c82830fd2ef130e219232b8c/src/main/java/nl/ulso/sprox/parsers/IntegerParser.java#L7-L14
convert int to string,java,https://github.com/indeedeng/util/blob/332008426cf14b57e7fc3e817d9423e3f84fb922/serialization/src/main/java/com/indeed/util/serialization/array/CharArrayStringifier.java#L24-L37
convert int to string,java,https://github.com/kaazing/gateway/blob/06017b19273109b3b992e528e702586446168d57/mina.core/integration-beans/src/main/java/org/apache/mina/integration/beans/DoubleEditor.java#L27-L33
convert int to string,java,https://github.com/softindex/datakernel/blob/090ca1116416c14d463d49d275cb1daaafa69c56/core-http/src/main/java/io/datakernel/http/UrlParser.java#L495-L516
convert int to string,java,https://github.com/PureSolTechnologies/parsers/blob/61077223b90d3768ff9445ae13036343c98b63cd/parsers/src/main/java/com/puresoltechnologies/parsers/grammar/production/Production.java#L187-L212
convert int to string,java,https://github.com/httpcache4j/httpcache4j/blob/9c07ebd63cd104a99eb9e771f760f14efa4fe0f6/httpcache4j-api/src/main/java/org/codehaus/httpcache4j/util/NumberUtils.java#L9-L16
convert int to string,java,https://github.com/CenturyLinkCloud/mdw/blob/91167fe65a25a5d7022cdcf8b0fae8506f5b87ce/mdw-common/src/com/centurylink/mdw/common/translator/impl/LongListTranslator.java#L43-L50
convert int to string,java,https://github.com/jbundle/jbundle/blob/4037fcfa85f60c7d0096c453c1a3cd573c2b0abc/base/base/src/main/java/org/jbundle/base/field/convert/DateConverter.java#L139-L191
convert int to string,java,https://github.com/Unidata/thredds/blob/d2d68f9eee87f345625211324d71d5dc3e162ee1/bufr/src/main/java/ucar/nc2/iosp/bufr/Descriptor.java#L20-L25
convert int to string,java,https://github.com/Unidata/thredds/blob/d2d68f9eee87f345625211324d71d5dc3e162ee1/cdm/src/main/java/ucar/unidata/geoloc/ProjectionRect.java#L380-L383
convert int to string,java,https://github.com/Impetus/Kundera/blob/268958ab1ec09d14ec4d9184f0c8ded7a9158908/src/jpa-engine/core/src/main/java/com/impetus/kundera/property/accessor/FloatAccessor.java#L106-L123
convert int to string,java,https://github.com/Arnauld/gutenberg/blob/18d761ddba378ee58a3f3dc6316f66742df8d985/src/main/java/gutenberg/util/RomanNumeral.java#L36-L45
convert int to string,java,https://github.com/jingwei/krati/blob/1ca0f994a7b0c8215b827eac9aaf95789ec08d21/krati-main/src/main/java/krati/core/array/entry/EntryValueIntFactory.java#L68-L73
convert int to string,java,https://github.com/geomajas/geomajas-project-client-gwt2/blob/bd8d7904e861fa80522eed7b83c4ea99844180c7/plugin/wfs/server-extension/src/main/java/org/geomajas/gwt2/plugin/wfs/server/command/converter/FeatureConverter.java#L148-L163
convert int to string,java,https://github.com/jruby/joni/blob/182164fb64a9588ee5d866afa891a5edf597499b/src/org/joni/ByteCodePrinter.java#L62-L376
convert int to string,java,https://github.com/ujmp/universal-java-matrix-package/blob/b7e1d293adeadaf35d208ffe8884028d6c06b63b/ujmp-core/src/main/java/org/ujmp/core/io/ImportMatrixM.java#L52-L64
convert int to string,java,https://github.com/biezhi/excel-plus/blob/7591a6283c2801b46ab53daf7f312f16a44cb773/src/main/java/io/github/biezhi/excel/plus/conveter/FloatConverter.java#L29-L40
convert int to string,java,https://github.com/tzaeschke/zoodb/blob/058d0ff161a8ee9d53244c433aca97ee9c654410/src/org/zoodb/internal/query/TypeConverterTools.java#L209-L221
convert int to string,java,https://github.com/deeplearning4j/deeplearning4j/blob/effce52f2afd7eeb53c5bcca699fcd90bd06822f/datavec/datavec-api/src/main/java/org/datavec/api/transform/schema/conversion/TypeConversion.java#L31-L39
convert int to string,java,https://github.com/hprose/hprose-java/blob/0f8d00f1b2ab7a843c5cca3af3099ead8f63cc76/src/main/java/hprose/io/convert/IntConverter.java#L27-L33
convert int to string,java,https://github.com/jingwei/krati/blob/1ca0f994a7b0c8215b827eac9aaf95789ec08d21/krati-main/src/main/java/krati/core/array/entry/EntryValueShortFactory.java#L67-L72
convert int to string,java,https://github.com/Wolfgang-Schuetzelhofer/jcypher/blob/0f36914b4d6993a004cc235bb18dd3e02a59d253/src/main/java/iot/jcypher/domain/genericmodel/internal/DomainModel.java#L613-L641
convert int to string,java,https://github.com/Impetus/Kundera/blob/268958ab1ec09d14ec4d9184f0c8ded7a9158908/src/jpa-engine/core/src/main/java/com/impetus/kundera/property/accessor/DoubleAccessor.java#L113-L130
convert int to string,java,https://github.com/knightliao/disconf/blob/d413cbce9334fe38a5a24982ce4db3a6ed8e98ea/disconf-client/src/main/java/com/baidu/disconf/client/support/utils/StringUtil.java#L444-L466
priority queue,java,https://github.com/ironjacamar/ironjacamar/blob/f0389ee7e62aa8b40ba09b251edad76d220ea796/core/src/main/java/org/ironjacamar/core/workmanager/DistributedWorkManagerStatisticsImpl.java#L473-L488
priority queue,java,https://github.com/PeterisP/LVTagger/blob/b3d44bab9ec07ace0d13612c448a6b7298c1f681/src/main/java/edu/stanford/nlp/stats/Counters.java#L937-L944
priority queue,java,https://github.com/clanie/clanie-core/blob/ac8a655b93127f0e281b741c4d53f429be2816ad/src/main/java/dk/clanie/collections/CollectionFactory.java#L268-L270
priority queue,java,https://github.com/janus-project/guava.janusproject.io/blob/1c48fb672c9fdfddf276970570f703fa1115f588/guava/src/com/google/common/collect/Queues.java#L197-L205
priority queue,java,https://github.com/teatrove/teatrove/blob/7039bdd4da6817ff8c737f7e4e07bac7e3ad8bea/trove/src/main/java/org/teatrove/trove/util/ThreadPool.java#L543-L558
priority queue,java,https://github.com/lastaflute/lasta-di/blob/c4e123610c53a04cc836c5e456660e32d613447b/src/main/java/org/lastaflute/di/util/tiger/LdiCollectionsUtil.java#L557-L559
priority queue,java,https://github.com/codingapi/tx-lcn/blob/1f95ecd4b845d91c7a5920a1fbfd8f682d6f40a6/txlcn-tm/src/main/java/com/codingapi/txlcn/tm/support/service/impl/TxExceptionServiceImpl.java#L89-L97
priority queue,java,https://github.com/hazelcast/hazelcast/blob/8c4bc10515dbbfb41a33e0302c0caedf3cda1baf/hazelcast/src/main/java/com/hazelcast/spi/impl/operationservice/impl/InboundResponseHandlerSupplier.java#L140-L147
priority queue,java,https://github.com/codingapi/tx-lcn/blob/1f95ecd4b845d91c7a5920a1fbfd8f682d6f40a6/txlcn-tm/src/main/java/com/codingapi/txlcn/tm/core/SimpleTransactionManager.java#L103-L111
priority queue,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/locks/AbstractQueuedSynchronizer.java#L1327-L1333
priority queue,java,https://github.com/clanie/clanie-core/blob/ac8a655b93127f0e281b741c4d53f429be2816ad/src/main/java/dk/clanie/collections/CollectionFactory.java#L260-L262
priority queue,java,https://github.com/ltsopensource/light-task-scheduler/blob/64d3aa000ff5022be5e94f511b58f405e5f4c8eb/lts-core/src/main/java/com/github/ltsopensource/biz/logger/LazyJobLogger.java#L124-L141
priority queue,java,https://github.com/bazaarvoice/emodb/blob/97ec7671bc78b47fc2a1c11298c0c872bd5ec7fb/web/src/main/java/com/bazaarvoice/emodb/web/resources/queue/DedupQueueResource1.java#L131-L143
priority queue,java,https://github.com/ibm-bluemix-mobile-services/bms-clientsdk-android-analytics/blob/40f1256e3c970fd008dd69c316493f609b89ec24/lib/src/main/java/com/ibm/mobilefirstplatform/clientsdk/android/logger/api/LogPersister.java#L339-L351
priority queue,java,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.channelfw/src/com/ibm/io/async/AsyncChannelFuture.java#L40-L73
priority queue,java,https://github.com/sonyxperiadev/gerrit-events/blob/9a443d13dded85cc4709136ac33989f2bbb34fe2/src/main/java/com/sonymobile/tools/gerrit/gerritevents/GerritSendCommandQueue.java#L175-L185
priority queue,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/locks/AbstractQueuedSynchronizer.java#L1245-L1251
priority queue,java,https://github.com/landawn/AbacusUtil/blob/544b7720175d15e9329f83dd22a8cc5fa4515e12/src/com/landawn/abacus/util/N.java#L3487-L3500
priority queue,java,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.dynacache/src/com/ibm/ws/cache/Queue.java#L52-L59
priority queue,java,https://github.com/hazelcast/hazelcast/blob/8c4bc10515dbbfb41a33e0302c0caedf3cda1baf/hazelcast/src/main/java/com/hazelcast/collection/impl/queue/QueueContainer.java#L216-L225
priority queue,java,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.messaging.msgstore/src/com/ibm/ws/sib/msgstore/task/AbstractRemoveTask.java#L79-L103
priority queue,java,https://github.com/jhalterman/lyra/blob/ce347a69357fef1b34e92d92a4f9e68792d81255/src/main/java/net/jodah/lyra/internal/RetryableResource.java#L166-L184
priority queue,java,https://github.com/ironjacamar/ironjacamar/blob/f0389ee7e62aa8b40ba09b251edad76d220ea796/core/src/main/java/org/ironjacamar/core/workmanager/DistributedWorkManagerStatisticsImpl.java#L493-L508
priority queue,java,https://github.com/SonarSource/sonarqube/blob/2fffa4c2f79ae3714844d7742796e82822b6a98a/server/sonar-server/src/main/java/org/sonar/server/ce/ws/TaskFormatter.java#L79-L97
priority queue,java,https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext.ide/xtend-gen/org/eclipse/xtext/ide/server/contentassist/ContentAssistService.java#L118-L169
priority queue,java,https://github.com/twitter/cloudhopper-commons/blob/b5bc397dbec4537e8149e7ec0733c1d7ed477499/ch-jetty/src/main/java/com/cloudhopper/jetty/JettyHttpServer.java#L198-L203
priority queue,java,https://github.com/languagetool-org/languagetool/blob/b7a3d63883d242fb2525877c6382681c57a0a142/languagetool-server/src/main/java/org/languagetool/server/LanguageToolHttpHandler.java#L231-L239
priority queue,java,https://github.com/rupertlssmith/lojix/blob/ad494dc8bce2345567de7689d42291d4b30fbd51/base/common/src/main/com/thesett/common/util/queues/WrapperQueue.java#L660-L668
priority queue,java,https://github.com/elki-project/elki/blob/b54673327e76198ecd4c8a2a901021f1a9174498/addons/batikvis/src/main/java/de/lmu/ifi/dbs/elki/visualization/visualizers/thumbs/ThumbnailThread.java#L55-L66
priority queue,java,https://github.com/DDTH/ddth-queue/blob/b20776850d23111d3d71fc8ed6023c590bc3621f/ddth-queue-core/src/main/java/com/github/ddth/queue/impl/InmemQueue.java#L123-L127
priority queue,java,https://github.com/goldmansachs/reladomo/blob/e9a069452eece7a6ef9551caf81a69d3d9a3d990/reladomo/src/main/java/com/gs/fw/common/mithra/util/ThreadConservingExecutor.java#L57-L66
priority queue,java,https://github.com/real-logic/aeron/blob/045c32f0256d1ea35d562520216affc281a41239/aeron-cluster/src/main/java/io/aeron/cluster/ConsensusModuleAgent.java#L1365-L1379
priority queue,java,https://github.com/deeplearning4j/deeplearning4j/blob/effce52f2afd7eeb53c5bcca699fcd90bd06822f/nd4j/nd4j-common/src/main/java/org/nd4j/linalg/primitives/Counter.java#L293-L300
priority queue,java,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.messaging.msgstore/src/com/ibm/ws/sib/msgstore/task/PersistRedeliveredCount.java#L134-L151
priority queue,java,https://github.com/lastaflute/lasta-di/blob/c4e123610c53a04cc836c5e456660e32d613447b/src/main/java/org/lastaflute/di/util/tiger/LdiCollectionsUtil.java#L628-L630
priority queue,java,https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/frontend/org/voltdb/iv2/SpScheduler.java#L1416-L1432
priority queue,java,https://github.com/enioka/jqm/blob/391733b8e291404b97c714c3727a241c4a861f98/jqm-all/jqm-api/src/main/java/com/enioka/jqm/api/JobBase.java#L64-L68
priority queue,java,https://github.com/csc19601128/Phynixx/blob/a26c03bc229a8882c647799834115bec6bdc0ac8/phynixx/phynixx-connection/src/main/java/org/csc/phynixx/connection/PooledPhynixxManagedConnectionFactory.java#L148-L164
priority queue,java,https://github.com/clanie/clanie-core/blob/ac8a655b93127f0e281b741c4d53f429be2816ad/src/main/java/dk/clanie/collections/CollectionFactory.java#L288-L290
priority queue,java,https://github.com/foundation-runtime/logging/blob/cd0a07b3c5b458ecf90ab92a1e0c72a067f5cbd6/logging-log4j/src/main/java/com/cisco/oss/foundation/logging/appender/LogFileCompressor.java#L122-L138
priority queue,java,https://github.com/google/guava/blob/7155d12b70a2406fa84d94d4b8b3bc108e89abfd/guava/src/com/google/common/collect/Queues.java#L237-L245
priority queue,java,https://github.com/clanie/clanie-core/blob/ac8a655b93127f0e281b741c4d53f429be2816ad/src/main/java/dk/clanie/collections/CollectionFactory.java#L292-L294
priority queue,java,https://github.com/wildfly/wildfly-core/blob/cfaf0479dcbb2d320a44c5374b93b944ec39fade/controller/src/main/java/org/jboss/as/controller/ModelControllerLock.java#L119-L124
